价格,内饰,配置,安全性,外观,操控,油耗,空间,舒适性,动力
0.10616067,0.08876741,0.061547223,0.073058144,0.037663401,0.104606123,0.956878475,0.086736084,0.170166989,0.149644313
0.093457684,0.095413555,0.13127645,0.158003104,0.107609717,0.182138887,1.149209628,0.107768774,0.274831037,0.211389067
0.096822541,0.166391007,0.154933868,0.171777778,0.2345229,0.315074785,0.41372589,0.198253906,0.338080393,0.639216753
0.096822541,0.166391007,0.154933868,0.171777778,0.2345229,0.315074785,0.41372589,0.198253906,0.338080393,0.639216753
0.088729567,0.072986537,0.118636788,0.088943557,0.072872442,0.110134837,1.055615641,0.068330854,0.237599438,0.196994344
0.043553095,0.11243872,0.077328562,0.205891134,0.164104818,0.259529114,0.121870307,0.109452677,0.210515863,0.196745474
0.16513882,0.313287903,0.27397469,0.408697761,0.348301243,0.684322592,0.306986118,0.358356503,0.509748784,0.831773875
0.223209613,0.351124423,0.252501426,0.234671615,0.357802308,0.581292251,0.257107035,0.561719401,0.356122668,0.340011506
0.099316388,0.144728783,0.153328877,0.216054054,0.133051065,0.302577237,2.232460407,0.225644011,0.459271021,0.349807549
0.10914856,0.159781338,0.179253801,0.274633841,0.12073511,0.284594365,1.664032564,0.138364705,0.470330115,0.37294924
0.030288132,0.026162799,0.090848557,0.071150706,0.032192977,0.06392937,0.386716301,0.010325724,0.145414894,0.129704878
0.039016315,0.053260446,0.058390955,0.062243842,0.051114615,0.098723838,1.009829709,0.078475505,0.14833933,0.121978892
0.050302378,0.061496803,0.064841863,0.06661061,0.040589527,0.098449885,1.061380402,0.061954346,0.188632889,0.171997449
0.043553095,0.059178274,0.061547223,0.055347079,0.040353644,0.086068329,0.971031156,0.059889201,0.143852506,0.100089967
0.068694501,0.136212943,0.104987072,0.112197048,0.183076872,0.245360397,1.061412167,0.125973836,0.295823402,0.237798819
0.050811945,0.072986537,0.074172294,0.068630378,0.04573413,0.090040713,0.947443355,0.066084635,0.145606805,0.114318443
0.039923671,0.092712629,0.052078419,0.046491546,0.102229231,0.088716585,0.893191412,0.07641036,0.145606805,0.078992572
0.079847341,0.072986537,0.115203776,0.08412756,0.069946316,0.107254379,1.04022204,0.066084635,0.228058851,0.175648079
0.014517698,0.005917827,0.015781339,0.039849897,0.010760972,0.025158435,0.025946582,0.006195435,0.031577379,0.033853959
0.020948749,0.043743321,0.034995691,0.075466143,0.037663401,0.079912091,0.290362978,0.05387484,0.177737164,0.143747421
0.00597578,0.011835655,0.010393472,0.134927717,0.010760972,0.076179877,0.075561566,0.012390869,0.063737088,0.105655915
0.028759431,0.038171414,0.032578502,0.064057119,0.021521943,0.053231677,0.427817325,0.047184868,0.1689329,0.152807852
0.07782855,0.098976376,0.101548518,0.158452465,0.085997835,0.190455527,1.228736808,0.109452677,0.290634038,0.227640732
0.083476766,0.092712629,0.075750428,0.150840239,0.094158502,0.173180182,0.961701225,0.099126953,0.200968296,0.163230742
0.080113163,0.082849583,0.104619173,0.10248721,0.061875587,0.13544899,1.233398825,0.074345215,0.27478752,0.209492405
0.115234231,0.104548283,0.135719516,0.148330172,0.094158502,0.161543632,1.111771704,0.107387533,0.236830346,0.215389684
0.072263209,0.106159641,0.16123125,0.140894854,0.072872442,0.174067726,1.237380433,0.107387533,0.345415787,0.271373484
0.044460451,0.110466111,0.074172294,0.090769209,0.072636559,0.149626479,1.03235944,0.094996663,0.224550254,0.211464587
0.069038625,0.130711082,0.171986852,0.113102156,0.158960215,0.242779852,0.992865818,0.14042985,0.28908938,0.214520046
0.119709487,0.175911039,0.183236858,0.19841714,0.304262171,0.381336955,0.499778879,0.162024856,0.504810685,0.383661915
0.022683904,0.041424791,0.037875214,0.035422131,0.024212186,0.062234022,0.882183771,0.053693766,0.101749334,0.065254733
0.209599271,0.319562677,0.24618889,0.221388316,0.357802308,0.572023354,0.163542089,0.539002807,0.326299587,0.279172506
0.13046795,0.24958651,0.207704148,0.308894451,0.134512146,0.332614311,2.344670596,0.260543594,0.561654483,0.436221569
0.042645739,0.053260446,0.056812821,0.044277663,0.034973158,0.067530535,0.891618892,0.061954346,0.112275127,0.075067475
0.2496025,0.452419329,0.354193858,0.33266482,0.357802308,0.712101716,2.113962683,0.631136698,0.603570331,0.451118761
0.01213064,0.023671309,0.021269411,0.072863349,0.05058175,0.084773461,0.291700617,0.038031306,0.081001018,0.104996821
0.04751753,0.043397401,0.070191562,0.103857713,0.077484179,0.116552536,0.312143378,0.05248732,0.133629983,0.142775877
0.066634788,0.130538122,0.107451478,0.110888273,0.180482158,0.246752236,1.000052119,0.154885864,0.314942407,0.214682877
0.061779776,0.110812031,0.104433583,0.15737982,0.078017045,0.18054583,1.229943732,0.128220055,0.375972935,0.289957275
0.04405561,0.093805105,0.071307362,0.103064725,0.137202389,0.210678911,0.183186332,0.090866374,0.207196109,0.158905953
0.044726273,0.063123492,0.058853289,0.055995664,0.034973158,0.091752761,1.14691022,0.066084635,0.171283888,0.13442493
0.020948749,0.043743321,0.037036159,0.092640952,0.048098552,0.095320525,0.348309455,0.05387484,0.189078379,0.157069305
0.010483433,0.024763786,0.014494541,0.03664823,0.013451215,0.050459407,0.122644308,0.018586304,0.044046315,0.053909615
0.033344568,0.062455703,0.058932178,0.090329359,0.027138312,0.113511989,0.97473196,0.060432422,0.160145433,0.130154921
0,0,0,0,0,0,0,0,0,0
0.05046283,0.071705769,0.065562906,0.118779754,0.078074721,0.108325723,1.06468418,0.066084635,0.211632789,0.230597021
0.158411613,0.168709536,0.186332729,0.200860872,0.100010754,0.223298448,1.101013538,0.149776873,0.838741548,1.141772202
0.095988417,0.15832761,0.144717164,0.140056985,0.153815612,0.240131596,1.226647712,0.117713257,0.406473584,0.758730796
0.181077701,0.218142804,0.206735543,0.239099381,0.17565393,0.339752643,2.089783976,0.177602458,0.540837992,0.88063416
0.03192497,0.020454409,0.041614153,0.075101644,0.0188317,0.07154355,0.00629008,0.031739656,0.141045453,0.038413084
0.139732847,0.195288303,0.143610186,0.154971821,0.239431619,0.335004418,0.136022988,0.189993327,0.406997335,0.208030128
0.016571084,0.02384427,0.035964296,0.029556942,0.0188317,0.06327893,0.014290561,0.09260378,0.11732191,0.035566565
0.07191981,0.133548493,0.169440112,0.115121924,0.153815612,0.196087065,0.095992666,0.130211867,0.795557999,0.159586114
0.026844971,0.050135449,0.157449791,0.187460574,0.048429028,0.100768107,0.061788973,0.044578063,1.06477989,0.168759315
0.043791769,0.117248739,0.184098619,0.219808969,0.035444924,0.109808597,0.140542879,0.097242882,2.479954067,0.239524068
0.003629425,0.019726091,0.020515741,0.024352715,0.002690243,0.007944769,0.026732842,0.016521159,0.550849841,0.0304195
0.010888274,0.023671309,0.047344017,0.059774845,0.013451215,0.041047972,0.035381702,0.026846883,0.749085612,0.073595564
0.081662054,0.183452648,0.1814854,0.201463367,0.236741377,0.309845984,0.195778751,0.2209705,0.82802906,0.566685843
0.234949289,0.987308385,0.600962531,0.126579571,0.390461459,0.197015871,0.073714725,0.204557082,0.224425665,0.177903324
0.031757465,0.785098429,0.066281624,0.037636014,0.25826332,0.104606123,0.017297721,0.101192098,0.094732138,0.044157338
0.195081573,1.067181532,0.266704631,0.208105017,0.527287611,0.565402714,0.127374127,0.551393676,0.343842576,0.258075111
0.028128041,0.783125819,0.056812821,0.033208247,0.244812105,0.092688969,0.013366421,0.084670939,0.084206345,0.039250967
0.130977517,1.023849866,0.13654975,0.130619106,0.353365354,0.261433747,0.067894124,0.151298796,0.195342447,0.169123316
0.036294246,0.826861878,0.069437892,0.04206378,0.264694507,0.121819788,0.025946582,0.101192098,0.101749334,0.055932629
0.037201602,0.820605393,0.074172294,0.061988728,0.25826332,0.136385198,0.029877882,0.152820719,0.143852506,0.071142379
0.196896285,0.700276237,0.307736113,0.24574103,0.416987652,0.591885276,0.142313068,0.799211059,0.492957979,0.290947796
0.051719301,0.315770157,0.094688035,0.085733387,0.072636559,0.080771816,0.040099262,0.102122835,0.265689769,0.074086201
0.013610342,0.270247449,0.078906696,0.026566598,0.053804858,0.039723844,0.011007641,0.053693766,0.110520828,0.015700387
0.006351493,0.35652716,0.07259416,0.041285341,0.054798138,0.053698458,0.00958027,0.249510603,0.157570954,0.016372175
0.008166205,0.263612901,0.064974694,0.017711065,0.034973158,0.03730314,0.006520425,0.050773497,0.102050811,0.013965893
0.049315464,0.173655336,0.082893197,0.092983093,0.060128876,0.144910471,0.17875679,0.072823291,0.653214449,0.175501598
0.012829882,0.002145569,0.02231458,0.038527976,0.005852252,0.015842518,0.008552001,0.083110092,0.041978583,0.019745295
0.181233894,0.300564904,0.248106785,0.226531031,0.306687692,0.497423921,0.118229306,0.516730825,0.281200518,0.241204649
0.064422287,0.06706871,0.048922151,0.123977457,0.032282915,0.132412814,0.044816823,0.039237752,0.164904092,0.052007532
0.205565005,0.560949307,0.288094379,0.28525016,0.336280364,0.550246509,0.126587867,0.585579719,0.442407169,0.271427943
0.021932477,0.023432403,0.024867881,0.157029905,0.010760972,0.038399716,0.013366421,0.045788083,0.050148256,0.01809415
0.222779604,0.361160429,0.277280413,0.338839624,0.452432576,1.048941685,0.220939073,0.374153367,0.365047981,0.329604665
0.340417673,0.523087336,0.319613284,0.32602317,0.478863239,0.747388772,0.177845751,0.614072318,0.407612609,0.435246296
0.108823276,0.204617136,0.183440483,0.292424481,0.144621476,0.352638658,3.261233687,0.239737877,0.641451394,0.473916241
0.09190815,0.043609745,0.095901803,0.049931529,0.07731336,0.035160664,0.047175603,0.010325724,0.086797202,0.072010372
0.015425055,0.015780873,0.018937607,0.143902405,0.0188317,0.054289254,0.026732842,0.030977173,0.050874667,0.026003766
0,0,0.008168472,0.00381971,0.064982329,0,0,0,0,0.000846518
0.06196604,0.061728783,0.073518829,0.080460708,0.067256073,0.094788938,0.044816823,0.080540649,0.05891975,0.08363636
0.266762709,1.972609117,0.741722939,1.080374981,0.887780162,1.044737099,0.17140469,0.603022298,0.668387864,0.35620253
0.266762709,1.972609117,0.741722939,1.080374981,0.887780162,1.044737099,0.17140469,0.603022298,0.668387864,0.35620253
0.025405972,0.04849842,0.103774576,1.636664769,0.043043887,0.226011992,0.05086112,0.016521159,0.24184633,0.128815128
0.234767907,0.327817272,0.271026242,0.675334609,0.34166085,0.646255792,0.257542484,0.495634765,0.461245586,0.37856798
0.011265557,0.001972609,0.017093732,0.159330939,0.002690243,0.020189532,0.00629008,0.00413029,0.030257122,0.037812758
0.077125273,0.104548283,0.127828847,1.703041535,0.176365914,0.383797061,0.086488605,0.101192098,0.309252997,0.208798427
0.153119634,0.291011302,0.210527633,1.760554989,0.209035769,0.507876008,0.138050168,0.20857963,0.750416541,0.239484573
0.180355437,0.307829936,0.283563204,1.789917816,0.231737127,0.548365538,0.149264629,0.223941014,0.784978768,0.265048896
0.019054479,0.035506964,0.03629708,0.83463395,0.034973158,0.136385198,0.039313002,0.035107463,0.078943449,0.076539387
0.019054479,0.035506964,0.03629708,0.83463395,0.034973158,0.136385198,0.039313002,0.035107463,0.078943449,0.076539387
0.177841806,0.311672241,0.236720087,0.954183641,0.303997449,0.595857661,0.131305428,0.491504476,0.435066116,0.252678103
0.008166205,0.011835655,0.017359473,0.763789689,0.013451215,0.088716585,0.009435121,0.00413029,0.04561177,0.028947589
0.245139889,0.33835392,0.30652806,1.317538334,0.3489284,0.772432476,0.17500439,0.481178751,0.619759997,0.330420894
0.079019543,0.07723186,0.12536444,2.40517798,0.086559539,0.321802352,0.125377117,0.034309835,0.257079774,0.169797012
0.008166205,0.011835655,0.017359473,0.763789689,0.013451215,0.088716585,0.009435121,0.00413029,0.04561177,0.028947589
0.230039791,0.114775488,0.216068299,0.651370125,0.148199243,0.251897809,0.268218525,0.064200564,0.326933667,0.339565882
0.008166205,0.011835655,0.017359473,0.763789689,0.013451215,0.088716585,0.009435121,0.00413029,0.04561177,0.028947589
0.058495731,0.080700696,0.144985087,2.556760822,0.090826064,0.446541967,0.119681363,0.068381099,0.507137848,0.247828193
0.038486242,0.035506964,0.089687892,0.212464135,0.0188317,0.091692452,0.150175669,0.041302897,0.142532249,0.141827822
0.01136601,0.002336768,0.007477878,0.457600025,0,0.063383372,0.002794229,0,0.013123305,0.012722322
0.091642971,0.094685238,0.089953633,0.852345016,0.169485304,0.264825627,0.090419905,0.082605794,0.228058851,0.165835338
0.007066566,0,0,0.158625553,0,0.028874779,0,0,0.002732525,0.004585347
0.006114157,0.012199814,0.015368548,0.305616121,0.002690243,0.051722259,0.028740811,0.014456014,0.031442366,0.050331765
0.937154908,0.231762981,0.311745458,0.105023085,0.202004102,0.609121004,0.098392466,0.251331118,0.238460055,0.161263875
0.097994464,0.11243872,0.113625642,0.106266392,0.102229231,0.495223923,0.072335924,0.171407023,0.228058851,0.12658437
0.016332411,0.057205664,0.022093875,0.030994364,0.043043887,0.399886697,0.021229021,0.092931519,0.075434851,0.034835234
0.060792862,0.22290483,0.099422436,0.148330172,0.142582875,1.055330124,0.136022988,0.272599121,0.240338943,0.189876555
0.277650983,0.51485098,0.235141953,0.356435188,0.433129109,2.235128292,0.150175669,0.49769991,0.535061151,0.401341142
0.122030852,0.196326064,0.146904826,0.12619134,0.205166111,0.608471419,0.152810209,0.276910485,0.260097686,0.483621693
0.049156348,0.103440475,0.063540473,0.100401204,0.097556394,0.433338203,0.042912703,0.109452677,0.14126682,0.073758395
0.086198834,0.169644384,0.156235257,0.230243848,0.150653603,0.414452106,0.046389343,0.167276733,0.121046621,0.107940161
0.041977057,0.075132107,0.061214439,0.126967801,0.056495101,0.516130752,0.032374542,0.166948994,0.266437313,0.065986065
0.203247778,0.376436175,0.301814033,0.232457732,0.405533265,0.653122781,0.127374127,0.53039448,0.308756599,0.26191759
0.242264093,0.390576605,0.211469944,0.323226941,0.446580324,1.197011834,0.150961929,0.363465495,0.480677887,0.302232449
0.432289174,1.359403555,0.551323073,0.388458595,0.834256011,1.252726513,0.288916871,0.862251848,0.666974078,0.78785078
0.122493081,0.13413742,0.130985115,0.385215669,0.12913166,0.856710903,0.076267224,0.130104126,0.487695082,0.198217386
0.401958775,1.000451816,0.551502273,0.452929334,0.749926132,1.477566631,0.322596964,1.369191039,0.778908692,0.517300129
0.407475418,0.805768089,0.535113503,0.505735937,0.759409863,1.889131027,0.310820558,1.290848359,0.848473128,0.648891795
0.19062435,0.412275305,0.247434241,0.350103155,0.344586976,1.655693654,0.17042471,0.473461394,0.403426442,0.400186717
0.156065258,0.191343084,0.086797365,0.143902405,0.161414575,0.295280574,0.040099262,0.078475505,0.110520828,0.200670571
0.166953532,1.079017187,0.197266739,0.194821718,0.591853441,1.219522012,0.128160387,0.441940999,0.387700047,0.265925305
0.169755158,0.240415305,0.141560896,0.179518651,0.20832812,0.557527026,0.063687064,0.170066174,0.156901691,0.230582012
0.199618354,0.366905296,0.255657694,0.225816082,0.355112065,0.697815527,0.142313068,0.518351359,0.308756599,0.309101369
0.398185353,0.707923666,0.522111875,0.449806512,0.661799757,1.413610406,0.277452936,1.062389825,0.626068579,0.590760832
0.027076687,0.033291348,0.054984237,0.018099296,0.002690243,0.047110171,0.013269561,0.033947687,0.034869864,0.035359643
0.088920903,0.140055247,0.134141383,0.170469003,0.12913166,0.377376519,0.077053484,0.167276733,0.164904092,0.188404644
0.274021558,0.497097498,0.371323804,0.38246553,0.535032519,1.102517633,0.43692382,0.671172078,0.597277032,0.547625679
0.030850109,0.08876741,0.053656553,0.077485911,0.069946316,0.282039293,0.038526742,0.094996663,0.071926253,0.090767862
0.058070794,0.074959146,0.052078419,0.073058144,0.040353644,0.074151176,0.110862666,0.053693766,0.228058851,0.546569722
0.463501215,0.654736174,0.497900804,0.579158991,0.639626172,0.95385223,1.036594443,0.708748065,1.384301295,3.169194725
0.144682166,0.082849583,0.058015732,0.099799698,0.029592672,0.064882279,0.117020349,0.055758911,0.300678286,0.601534949
0.05272433,0.051500181,0.031562678,0.055755779,0.041139878,0.034427332,0.088641724,0.031358415,0.179586198,0.498940164
0.080563362,0.095204118,0.124201423,0.075854373,0.083869296,0.058726041,0.111730967,0.051628621,0.204729216,0.530093911
0.086198834,0.071013928,0.057524067,0.118504953,0.072636559,0.084744201,0.114007707,0.064019491,0.211788333,0.551600441
0.179824023,0.217715321,0.158396063,0.154801438,0.185626761,0.239707823,0.224084113,0.389009716,0.691895294,1.001043061
0.189207427,0.172135874,0.146018554,0.173653463,0.167030944,0.241687925,0.198219572,0.140610924,0.490339227,0.712782988
0.222302257,0.333370941,0.247767024,0.232457732,0.330899879,0.527002998,0.214648992,0.503895345,0.449100507,0.730067995
0.133110461,0.124620295,0.110746118,0.179906882,0.075326802,0.147210425,0.521633391,0.109633751,0.509208124,1.159348782
0.048424886,0.042153109,0.035301617,0.053133196,0.0188317,0.037564476,0.094230182,0.036251188,0.185820665,0.540206251
0.117287617,0.126938824,0.82743962,0.100012973,0.154287378,0.110134837,0.131374368,0.086736084,0.260405324,0.586655483
0.252978811,0.191861965,0.888294981,0.235642191,0.159431981,0.204026566,0.367644124,0.117894331,0.491077258,0.822299157
0.062852575,0.055578976,0.049060524,0.067531155,0.070182199,0.057729523,0.197575036,0.041302897,0.219619458,0.578103286
0.073495848,0.094685238,0.06470349,0.095196976,0.096848745,0.143005839,0.143885588,0.061954346,0.329808185,1.044075735
0.046275164,0.037479573,0.031562678,0.053133196,0.0188317,0.034427332,0.084916085,0.028912028,0.175429886,0.496034101
0.046275164,0.037479573,0.031562678,0.053133196,0.0188317,0.034427332,0.084916085,0.028912028,0.175429886,0.496034101
0.344265265,0.33534355,0.26420456,0.347579656,0.295926721,0.441262279,0.640855946,0.196188761,0.757266295,1.516815456
0.0699611,0.050352989,0.069325814,0.053133196,0.097837101,0.041628476,0.094323286,0.040143121,0.183062355,0.506173577
