content_id,content,subject,sentiment_value,sentiment_word,sp_word
Q4lp0HBNfTD2xYAv,比亚迪的电动四驱是真正意义上的全时四驱,操控,0,,优惠
M3Hqx1Un8ygzFTtl,一直不待见城市SUV的四驱性能,操控,0,,优惠
cIevXAM5FRp14Nni,这个价位全时四驱就只有斯巴鲁了    ,操控,0,,优惠
8jCcfemUlPaQFx67,对发动机冷启动保护越好    ,动力,0,,优惠
ZqEa9wGAXNCDRoph,是不是每2000公里测一下机油,动力,0,,优惠
SHbyJ2RM9oi4ZtdD,据说烧机油是常跑高速才会出现,动力,0,,优惠
vNgGz3Kfj1qCe92E,烧机油真不是机油问题,动力,0,,优惠
9eqiWkfr8HNR0xPo,就拉开了烧机油的大幕,动力,0,,优惠
sAtwDdFoc06XgaW9,机油温度达到103到106是还是爆震……正在交涉,动力,0,,优惠
23EJ8RwY9PcotslQ,2.0 13款 7万开始烧机油   ,动力,0,,优惠
oKdBRimU38Gjc9PJ,估计没有人烧机油,动力,0,,优惠
zsADXh4cYeUjEKSP,任何车都有机油消耗问题,动力,0,,优惠
Q2LaKeht0Vvo1Rn6,我觉得可以适当换成30机油了,动力,0,,优惠
hszDKcUSek9dyP5o,机油5ｗ30,动力,0,,优惠
Mb7fevclI1UmTzo3,大多数车友几乎都烧机油,动力,0,,优惠
rgv1ykaC29JoQlcu,16款貌似有朋友发贴长途跑高速路一样少机油,动力,0,,优惠
EKI7PjFs81Lc52uS,发动机杠杠的 一直级护    ,动力,0,,优惠
5b2XhIBYPOCfMzcu,发动机变速箱总成都可以搞到,动力,0,,优惠
n2Fm18vbEDIa53ys,CVT变速箱怎么配手动呀？实在要,动力,0,,优惠
Mq4oVg68SWFBz9i5,刚开始别急加速就行,动力,0,,优惠
7hHUfbrVKp1aAFmN,额 20的森就是没故障码也是加速无力,动力,0,,优惠
qvD82LNTpMdsAXIe,当然不是直线加速那种夸张的抬头,动力,0,,优惠
sKPpYiV2bXWEjTLc,森林人倒是比q3空间大多了,空间,0,,优惠
KaM0rQpCE7yLYgH2,后备箱异响可能是折页也有可能是门扇和车体密封胶条间摩擦挤压,空间,0,,优惠
KaM0rQpCE7yLYgH2,后备箱异响可能是折页也有可能是门扇和车体密封胶条间摩擦挤压,舒适性,0,,优惠
g1qaKmR09LUXcp8B,颜色还是要坚持第一印象吧楼主,外观,0,,优惠
OKVCfRJ8X9BwxaTv,机械手刹看着不高大上,安全性,0,,优惠
tcPLeKdDrkYG1394,森林人基本没啥性价比,价格,0,,优惠
siYq5vrJBQzkuZPy,车身结构强度较差异响此起彼伏,外观,0,,优惠
aLs9AwhZ85vgiRbx,防爆胎又硬又重,价格,0,,优惠
UneE7iqV6mW5HlgP,长途7个 市区8~9个   ,油耗,0,,优惠
UneE7iqV6mW5HlgP,长途7个 市区8~9个   ,舒适性,0,,优惠
8P6E32xNmKAebnOs,比我低,价格,0,,东西
j2vcEXIrmkH9qs1J,那要是还想有一点越野能力呢？虽然森林人能玩的也是轻度越野,价格,0,,优惠
CshiU6A13rR9dbPS,日系车漆薄 这都是老问题了,价格,0,,东西
6JZHOqne2YW01FVz,我也13,油耗,0,,优惠
kFo7T8n6wXICfc3d,原厂轮毂能上235的胎吗？   ,安全性,0,,东西
4nAlYpJof87Nj1F3,我换的是米其林揽途235/50/18,价格,0,,综合
v6iprjTLdctoJW3b,只有在多功能方向盘 右手边位置有设置~,操控,0,,东西
RF9YTAlbQU5CagdN,运动款前脸更好看,操控,0,,东西
RF9YTAlbQU5CagdN,运动款前脸更好看,空间,0,,东西
DYhuU8SPpywX2eN9,城市9.2,外观,0,,东西
Aml1h4xUJt5u6bQ9,那2.0的动力可以去死了,动力,0,,优惠
hcWAJdmC9avz7MU1,稳定 可靠 还能玩漂移    ,价格,0,,优惠
9Jt0O5d3s6wz1lkf,这个级别就没有适合你的车了,价格,0,,优惠
ZgEVkuFc0QNqpsYG,平均7.4？这么低？我1690,价格,0,,优惠
QRw7ngTJ2A5CYBGW,操控没的说,操控,0,,优惠
QRw7ngTJ2A5CYBGW,途观加95油耗比小森高点,油耗,0,,优惠
06vPIQBqVNe2dl3f,操控没的说,操控,0,,优惠
06vPIQBqVNe2dl3f,途观加95油耗比小森高点,油耗,0,,优惠
p0FUwsNPYQKl1HSg,力狮GT的刹车换上,安全性,0,,优惠
BDoeHPlCiNVXEvrg,老款没有了就相同优惠提新款,价格,0,,优惠
ARIng69ZHsY7DCN1,下雪真心没用,价格,0,,优惠
zPg9hyoViI8JUYw6,这两天突然之间油耗增加了,油耗,0,,优惠
cBMxouh5FEnz36DI,2.0时尚加装一万装潢落地26裸车没算优惠多少    ,价格,0,,配置
Q6aR7udCFz4U5jrI,最低单程油耗到了4.8,油耗,0,,配置
y3Oa1dcwCjlBsRPM,在常用速度区间动力充足就可以了,动力,0,,配置
6ALsOa4BdUbFfGr7,这种速度也就郊区,安全性,0,,配置
6ALsOa4BdUbFfGr7,这种速度也就郊区,动力,0,,配置
e04NZMmVT1qLJXIu,我家岳父大人的2.5烧机油严重,动力,0,,配置
9Lkxm8NewpuUVG2T,可能你也理解错了这个不是刹车助力,安全性,0,,配置
SEFvD0TOQgnlJsWK,操控动力都挺不错的,操控,0,,配置
SEFvD0TOQgnlJsWK,操控动力都挺不错的,动力,0,,配置
S1WzLCPqeIT8sMmZ,不知道你车辆的导航是原厂大屏导航还是后来加装的大屏导航,配置,0,,配置
MSn1hW8XCsGTkpxY,原厂嗽叭是简单电容分频两分频音响系统,安全性,0,,配置
AC9siSxTEzyKrlaZ,这车异响太多了,舒适性,0,,配置
5rBkYEyl1IU0TVhC,还好现在异响都是底盘上方,操控,0,,建议
WZmFIHJLqT3O1BVk,空间很大,空间,0,,建议
x6mbO2rHfU3hTej4,内饰味道很小,内饰,0,,导航
x6mbO2rHfU3hTej4,噪音方面我感觉还行,舒适性,0,,导航
8Hdtp2WE6nMf93YP,2.0动力就够用,动力,0,,建议
ELck8IARbwdpgvri,这个价格还是不错的,价格,0,,建议
HfSMToNXhrwY3mlk,动力衰减比较多,动力,0,,建议
rM6sP4AXpCfNc7xR,优惠13000,价格,0,,建议
14dQnL9lxMYeksH3,CRV？   新CRV配置高哦,配置,0,,建议
14dQnL9lxMYeksH3,新车出来刹车有问题就不看了,安全性,0,,建议
vdWmiISbRku1Cl3J,谈价格,价格,0,,音响
41UzNi5pMPDG7nhf,怎么都说斯巴鲁不好看了,外观,0,,建议
NAC6vpWtqaTQYXD8,那些纠结内饰啦,内饰,0,,16
NAC6vpWtqaTQYXD8,空调出风口的我还能理解,舒适性,0,,16
HAVTYESJNfjlZ9iM,斯巴鲁在国内连一万量也卖不出去了    ,价格,0,,16
HAVTYESJNfjlZ9iM,庞大再不降价八万,配置,0,,16
42VhMRSsCcn85kEd,不知是否吃机油,动力,0,,导航
Wf9T283SZphL6tQ4,我没有原车导航,配置,0,,16
D2HpBfqwoecTkhdS,目前一般就是用手机导航,配置,0,,16
NT3qf2R5XrGonlgk,好感觉油耗上有区别,油耗,0,,导航
dm1W2BIEyJ0Gsxp8,以前买的非导航版,配置,0,,16
Mglj9pKWkY7Isixm,你这个916WS导航买的不便宜吧,配置,0,,导航
otT6DmhdEpx5Q74R,你就不想用导航了,配置,0,,16
SclmZXYIUoBv478b,油耗现在增加好多了,油耗,0,,16
BZ4Ig9Gr7zQPM6Xt,动力好,动力,0,,确实
FLxPweOVGBTmnoQE,同款 每次窗户开着只要颠簸 就会有共振的响声 左右两边都是这样,油耗,0,,确实
FLxPweOVGBTmnoQE,同款 每次窗户开着只要颠簸 就会有共振的响声 左右两边都是这样,动力,0,,确实
H903fh4mU1dtQTiZ,怪不得,价格,0,,导航
g27EQ5F4bMjSp9qc,2年前江苏盐城4S店就是优惠现金2万以上啊?为什么不可能？   ,价格,0,,确实
o9iwO8ChDBUTJ7YI,斯巴鲁报这么多问题出来 一下用劣质材料 一下用劣质质检员 才买一年可以退货不,内饰,0,,确实
tka3Nq9TAR5BH7Ij,   而且你爸爸三菱不是日本鬼子？你好好笑哦~你个马甲连灵魂都没有只能卖智商价格还低一吨几毛钱    ,价格,0,,确实
tka3Nq9TAR5BH7Ij,   你三菱爸爸刹车失灵是真的坏了却还嘴硬  ,安全性,0,,确实
lswKvJMLT50iudoG,空调滤芯和空气滤芯可以自己换能省个300块    ,舒适性,0,,确实
QG07en46S5qxWUud,但油耗会增加,油耗,0,,确实
QG07en46S5qxWUud,这样发动机的阻力最小,动力,0,,确实
u3gf4yJX5SNGmhIs,我这个驾驶室听不到,舒适性,0,,确实
9firBmw7PNz0XQyE,很实用的空间,空间,0,,确实
bJ5L9HBuvqgPm3O2,觉得这个蓝比石英珠光蓝好看多了,外观,0,,导航
HkGilbeypwMczdoQ,除了内饰各方面都喜欢    ,内饰,0,,导航
HkGilbeypwMczdoQ,我还是挺喜欢12款的外观,外观,0,,导航
5jHabez9oxP4CY8O,油耗和发动机声音都大吧    ,油耗,0,,导航
5jHabez9oxP4CY8O,油耗和发动机声音都大吧    ,动力,0,,导航
eAfZWrs5b3UJP7Bl,还有点烧机油,动力,0,,导航
ocOHDW3kGit6jpBm,估计油耗6个多    ,油耗,0,,导航
xDOnv0fUogsFlkuC,说实话森林人确实好开,价格,0,,导航
gTd84yZ6R0VLaYSF,你没看到国内各种外观仿的车卖得多好？在之家这个论坛里面为数不少的rhy***受雇于各汽车商公关团队忙于各种黑,外观,0,,导航
gsiR7FHy5YndmTXK,这个价格贵吗？相对合资车比较,价格,0,,导航
nhAC4mEYRazX9dJL,内饰差点意思,内饰,0,,导航
nhAC4mEYRazX9dJL,操控好,操控,0,,导航
Mj9ZO61VWTefml7z,上月去朋友的轮胎店,舒适性,0,,导航
cdV1254iqHpAawt7,你说的硬币声是不是加速时才有,动力,0,,导航
dRtVLIX4F60YvMbG,好像降到一个转速点就不响了 不需要到降到1500转好像 温度高 冷车启动高转速时间就没那么长 所以蜂鸣声就遇到短    ,舒适性,0,,导航
Na2ezFRWDrCGY571,除了座椅侧面开裂外 一切都正常 开着很好,内饰,0,,导航
s3U4wYnirNfeQ7o0,你的两次平均速度再分析,油耗,0,,不到
ZvSrjpV3oYxARtOq,像固特异静音舒适、耐用、干湿地、操控性能都是蛮不错的,操控,0,,导航
j5dIzG0CvbFxlQgf,看得出换新轮胎好车很稳还是叫的很响亮,安全性,0,,不到
j5dIzG0CvbFxlQgf,看得出换新轮胎好车很稳还是叫的很响亮,操控,0,,不到
j5dIzG0CvbFxlQgf,看得出换新轮胎好车很稳还是叫的很响亮,舒适性,0,,不到
WXLA1peMJxl2RTQg,买机油可以找我,动力,0,,不到
1YyTakcRLKS43CWs,这颜色和银色都比较好看,外观,0,,不到
N9CZ1kQdnrxPaqRs,只要空间要求没那么大,空间,0,,不到
zXPLFe5Sqvc06RuG,只是更喜欢森林人外观,外观,0,,不到
zXPLFe5Sqvc06RuG,我个人觉得不是空间问题,空间,0,,不到
qpPHjUw7IMJNFSub,都不用纠结啥的,价格,0,,轮胎
JlWDb4BCsTiN2Ie3,我的加速硬币声只有在上坡且速度较慢时才有,动力,0,,轮胎
VocwTNU3JkR50mvI,原厂刹车皮啃盘的,安全性,0,,轮胎
O7j9h8MaymUvVAtT,在价格相差不大的情况下,价格,0,,轮胎
wogvV9fYFN2uHxMa,换空调格方便的,舒适性,0,,轮胎
S7uwyZiTsRWX6Nzh,机油5千公里换,动力,0,,轮胎
CF781DrEqjJh5eHX,10款 2.5 自吸 B油耗 10.0升,油耗,0,,轮胎
5TCU9c6I3esSFVx7,油耗大,油耗,0,,轮胎
rsPHOp7WeK2uYgb6,10年307 1.6手排车主表示2.0够了 正准备下手老款 因为优惠大,价格,0,,轮胎
N0MLJFXRIE3wVl9d,要动力感觉好的话当然2.5的啦,动力,0,,轮胎
1WCAISQtuEdTZ7G5,如果还是有异响,舒适性,0,,轮胎
KH853hdTJX2nWM71,省油环保,油耗,0,,两个
a52KoCrScpnW8xlR,水平对置发动机,动力,0,,原车
ikqn9SVU1dDFeYpb,只要不考虑油耗,油耗,0,,轮胎
ikqn9SVU1dDFeYpb,想选择动力好加T就可以了,动力,0,,轮胎
EreqkWG8o357Htdh,优惠了5000 上牌1500 贷款1000   ,价格,0,,原车
UWDsRXma9t6FpxKo,买雷诺 新产品 样子好看还便宜,外观,0,,轮胎
oK8vTpZzAag7iCur,他们是200L装出光0W-20的机油,动力,0,,原车
QqmEuP4l6sMTXASx,感觉还省油了,油耗,0,,两个
AdTjwHJso1K6Xcpa,有时候要拉一些材料    ,内饰,0,,轮胎
qtW1wiyejr4zF3Hu,反正机油消耗写在说明书里面 纠结就不要买了,动力,0,,两个
m6XbwZQn9D8hqOf3,要舒适又要静音,舒适性,0,,
gaoKxMwZOX7TQSbY,用全合成机油,动力,0,,中控
4PUWD5HkGZFdcYr6,发动机这么热正常会消耗一点的,动力,0,,中控
j5dpvDJ80YWPSew3,但刹车片和盘子不可能涩     ,安全性,0,,中控
4SDY29tXIivB6VLZ,老款EJ发动机,动力,0,,中控
x4fpOqR6sUiClheE,我们无锡这儿首保就是0w-20的机油,动力,0,,中控
H6CfVzu4mLq0JkR7,除了内饰看着一般外其他都不错,内饰,0,,中控
H6CfVzu4mLq0JkR7,要操控…你懂的,操控,0,,中控
jMWAIfyUN3sqTovd,优惠是我16款的,价格,0,,中控
tDN57PGxglB8WOdH,太仔细了… 斯巴鲁 就是美系做工,内饰,0,,中控
ZbGpiu1Q9vEkHaVJ,你要谈价钱说不在店里上保险 优惠就会打折,价格,0,,中控
q8mnYHr6vAKoTOx9,油耗高一点,油耗,0,,
W8dF6ujP3KemG7ac,18款的已经没法从外观来区分了,外观,0,,
vF1hy5Ple8XGEOVb,外观不知道,外观,0,,
97fvXxIlWCbBYULt,座椅上面头枕附近有个开关,内饰,0,,
97fvXxIlWCbBYULt,后备箱也有个开关,空间,0,,
guCoQmIawZqz374R,专营一种机油的,动力,0,,
akAurTlP2oUxnzyv,操控的话是森好些还是翼虎好些？斯巴鲁太少了,操控,0,,
8oeBjF7TwlPyLvcY,其他车都比森林人舒适    ,舒适性,0,,
JDwFsuZQMy5mVRzp,中控导航是建伍的话帮我订一个吧,配置,0,,
TMYuydGFgJOWSsLx,不踩刹车（踩也可以）也可以启动,安全性,0,,
yQhSYbRB7gu3Pma6,我的前几天开空调的时候也出现类似风扇的咔咔声,舒适性,0,,
xQbOMh3lHYJNAWsv,机油是0W-20的,动力,0,,北京
bX2DFsLOUIMxQzCB,CRV的舒适性要好一些,舒适性,0,,
sdAoJBha65SUxfWM,在平整的柏油路一点异响也没有,舒适性,0,,北京
dm6eXoIg9Df0nFaV,2.5豪华导航,配置,0,,
qopu4EsiAz9KU7MC,对后排空间要求不高一定是新款XV,空间,0,,北京
VuQntJTzsOL1ao0W,反正每次换机油五升油最后还会剩0.3升左右,动力,0,,北京
3GtNOfDcna4Mzk5i,怎么发了一张本田的发动机呢,动力,0,,北京
T40PlF3fkStJdIx9,2.0T卖的少是因为那个价格可以买更高一个级别的车了,价格,0,,
3s9NFKhCQk70Ti2E,高尔夫车主一般都是换途观或者Q5吧,价格,0,,北京
aKoINhXEle3QS6zy,热胀冷缩导致刹车片与刹车盘之间的纹路会不贴合,安全性,0,,北京
RjTnb0AcmBiaP2ky,16年以后生产的FB20.FB25都装了机油冷却系统和高张力的活塞环还有多项优化.机油消耗很小的,动力,0,,油耗
p8SCmcxyB1aeOTYG,优惠2万零500,价格,0,,油耗
uPCDeFYmpcfRz1tQ,左右也改了？是单纯的转向闪还是可以雷达监视左右后侧的盲区车辆？    ,配置,0,,油耗
lkJziVEyecn7d5gh,左边空调出口下面：SRH OFF,舒适性,0,,油耗
xXQtrRW7UOwPCbEi,4S店和我说金美孚机油太厚不适合日本车,动力,0,,油耗
Dj6R3K2iLuEtUnWG,第一个灰桶最好 新日石引能仕换标 安索嘛 加签名版才有点效果 总体不错 但是性价比一般 第三个白桶 是庞大系4s的出光机油 总体也还行 但是货源比较混乱,动力,0,,油耗
SOY2TGwFQi8Etknh,FB烧机油概率很大 尤其11 12的车    ,动力,0,,油耗
6x4Is30vB1laSHoN,人家买大众奥迪宝马保时捷的人可没这个顾虑 我老妹的烧机油途观她依然爱不释手啊,动力,0,,油耗
ZAx5w2LSbkGdRMFQ,只是倒车影像哪里需要破点线,配置,0,,油耗
ZAx5w2LSbkGdRMFQ,有原车插口,操控,0,,油耗
Z1kNWAOM9rYol0Ve,SUV后排舒适性肯定没轿车商务车好,空间,0,,油耗
Z1kNWAOM9rYol0Ve,SUV后排舒适性肯定没轿车商务车好,舒适性,0,,油耗
V3xslWKOyv9ILquX,走烂路底盘不行,操控,0,,油耗
V3xslWKOyv9ILquX,油耗比SUV只高不低,油耗,0,,油耗
7duqegOxLs2Vo8XW,想后排舒适就顶配奇骏吧,空间,0,,油耗
7duqegOxLs2Vo8XW,想后排舒适就顶配奇骏吧,舒适性,0,,油耗
Krp3Gzk2aNhHJ6R7,所以森林人油耗略高,油耗,0,,油耗
Krp3Gzk2aNhHJ6R7,我有过02年的老奥迪a6 2.4排量 v6发动机 高速6.5 森林人高速平均9个油 市区12以上 负责人的说,动力,0,,油耗
gnpKm9FPl4Y3OL8h,导航是不是死机了？如果是死机的话,配置,0,,油耗
axPES1MA7I8BlcvO,操控不错,操控,0,,油耗
axPES1MA7I8BlcvO,就是舒适性相对现在的而言,舒适性,0,,油耗
qrM0TVRhAm18Q6uO,你看看机油滤芯下面有没有机油冷却系统,动力,0,,油耗
PXdW23e95gLOhBaf,油耗会上升,油耗,0,,油耗
PXdW23e95gLOhBaf,冬季发动机喷油量会增加,动力,0,,油耗
TBy1z62utW8GcvIs,我说那就是你们斯巴鲁车发动机有问题了,动力,0,,油耗
HWDQF5VOam2NR6rX,我也有这种感觉,价格,0,,油耗
heEaPY3Z1upcSxyt,就目前来看还没有再反映机油消耗大的,动力,0,,油耗
BgJk730pyovPubIr,不烧机油对于森林人来讲不完全是好事,动力,0,,动力
sJlZXtVAdKeq0gha,看你喜欢配置还是价格,价格,0,,动力
sJlZXtVAdKeq0gha,新款配置高,配置,0,,动力
bHtilDz4Yf8v7TmS,主要是后备箱异响多,空间,0,,动力
bHtilDz4Yf8v7TmS,中控倒没有异响,舒适性,0,,动力
tpl0FmwfHdM13qZK,但是新指的公路操控和内部空间绝对会不如森林人,操控,0,,动力
6oPvUG1VLyzSKxOM,空间比森林人小,空间,0,,动力
YUG1zybnqjSDmZkJ,空间大,空间,0,,动力
USrqtIMjsYzeRi4W,内饰都说十多万的内饰,内饰,0,,动力
USrqtIMjsYzeRi4W,群里朋友自己回来换导航,配置,0,,动力
fwr9qOUYsxJK0ACm,内饰都说十多万的内饰,内饰,0,,动力
fwr9qOUYsxJK0ACm,群里朋友自己回来换导航,配置,0,,动力
Ht7R0SnZMEV1eD6Q,选中2.0而没有买其他配置的原因很多,配置,0,,动力
5uj6bGWhXVE2aceA,途观l配置是硬伤,配置,0,,动力
XfUjb9C4gzecudla,美国也有2.5的发动机配置,配置,0,,油耗
XfUjb9C4gzecudla,美国也有2.5的发动机配置,动力,0,,油耗
xsReYtP7VfJjdhSF,加几个破壁配置 就出来了特装、纪念、专供等等,配置,0,,油耗
tHWyUYRxdGbqf753,入门版配置很入门,配置,0,,油耗
tHWyUYRxdGbqf753,动力也强劲,动力,0,,油耗
6kCpDM1SoTf0jJPE,你说的这几个配置,配置,0,,油耗
goKCk8Rb1pX9WMHm,不是特别纠结配置(如:一键启动、LED转向大灯、电尾),配置,0,,油耗
8ijAZKYdwx5BXeEz,只是我觉得2.0L配置够用了,配置,0,,油耗
8ijAZKYdwx5BXeEz,森林人油耗都不高,油耗,0,,油耗
e3okWLYKjs9G72AC,最主要看楼主的预算以及对配置的需求,配置,0,,油耗
jITzq8OdwA31Htxk,我刚刚翻了下H8尺寸、配置(因为从未考虑过国产车,配置,0,,油耗
t6UAah74Glob2D0V,内饰做工隔音差于傲虎,内饰,0,,油耗
CmpW4Xv207JquMt1,我也订了和你一样的特装版颜色内饰相同,内饰,0,,油耗
CmpW4Xv207JquMt1,我也订了和你一样的特装版颜色内饰相同,外观,0,,油耗
4wZWbHCFdfML9KuG,这个的确牛内饰要提高N个档次了,内饰,0,,油耗
WovLRxkSqwECfc8X,年前买车时更注重内饰氛围和舒适之类的,内饰,0,,油耗
oX1pJ3yMtIaOcNWA,原来16款2.5尊贵就是有黑和棕2个内饰可选的,内饰,0,,油耗
s3itxIAdrfum9pcW,内饰外观都不错,内饰,0,,油耗
s3itxIAdrfum9pcW,内饰外观都不错,外观,0,,油耗
pZwnM9mjutIRUkXs,换了森林人也许过不了多久就会觉得内饰这么差,内饰,0,,油耗
pZwnM9mjutIRUkXs,油耗这么高等等又想卖了,油耗,0,,油耗
92br5tQejaEywGWP,还是超选四驱不如人？它的问题是内饰简陋寒酸,内饰,0,,油耗
j32vz0EsGwWqnPyX,价格有点贵,价格,0,,油耗
auH2N6r5nbFAiIpd,价格比PIAA便宜,价格,0,,油耗
ZwRt05lCQKhTJvP1,有意就是价格有点高了 最近一直关注2.5t的森林人 想把自己的老3系出掉换个se 楼主可否迟点出啊 留给我,价格,0,,油耗
h1EMXCOJgZmAU6Pz,国产后价格又不贵,价格,0,,油耗
h1EMXCOJgZmAU6Pz,发动机参数完爆森林人和傲虎,动力,0,,油耗
9f1boRZ3OC74gtX0,价格肯定比森林人低,价格,0,,80
9f1boRZ3OC74gtX0,长城1.5T这个发动机,动力,0,,80
fqWAnpjt7x4uRYCX,你的裸车价格怎么谈下来的,价格,0,,80
SpPEa8nQWH6hlFNu,其实同样的价格老途观豪华版更好,价格,0,,速度
f62Gp0gW98REZAuw,刹车不会有太大差异,安全性,0,,速度
f62Gp0gW98REZAuw,底盘滤震都说森林人好,操控,0,,速度
GNa1PiTpkvQS7Brl,动力,动力,0,,省油
PQ4aUyTilNXxORcY,20T动力确实美好,动力,0,,速度
yNG3vwVFWsjkRIMg,就听到油门的声音,舒适性,0,,省油
yNG3vwVFWsjkRIMg,常用S模式对车有什么损害吗？这应该是动力问题吧,动力,0,,省油
L2XqxsdSn46Iluap,动力明显疲软,动力,0,,省油
5JBfIwshEo6tUk7K,正应要爬坡上坎所以才要选个动力好点的,动力,0,,省油
CmIWFZpKzrEfqDVw,并且老款2.5还烧机油,动力,0,,速度
ZAPEkuB72jnC45lO,动力有储备有必要,动力,0,,价格
7RN83mKkVYUHsT5l,但外观我还是喜欢森,外观,0,,价格
1NiFvMeJH0mGW3DL,明明烧机油硬撑着说不烧,动力,0,,价格
54tGhC6PrfmegIA1,11款应该还是EJ的发动机吧,动力,0,,轮胎
QAIbFNTvKfR5WiyD,早换肯定是对发动机好,动力,0,,价格
74gkpaVmG8F5UCoy,斯巴鲁的水平对置发动机烧机油,动力,0,,轮胎
yYV0rn5D2fNUwmIx,发动机供油不均匀,动力,0,,里程
NqFnG0WxBMp51tea,发动机又漏,动力,0,,价格
JSysamBMxUlE3w4d,长途三千下降一厘米油面,油耗,0,,舒适性
JSysamBMxUlE3w4d,我的是消耗略大,动力,0,,舒适性
XyZf0bjvpHk8OM9i,有烧机油顾虑的话可以选择其他车,动力,0,,价格
k41e9Px3UihCG0mp,5.2油耗,油耗,0,,动力
SCZnbgBQITP40LoU,油耗低,油耗,0,,动力
SMJC8lbAtwDmHQr9,理解不了森的油耗低    ,油耗,0,,动力
SMJC8lbAtwDmHQr9,斯巴鲁机油混动,动力,0,,动力
ig1CYQufD2BrU3WO,我的机油消耗很少,动力,0,,动力
